age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model,file_num
25-39,English,Hindi,Woman,five special guest treasures,surprise,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_b23dc03d-1976-4b5a-bf96-99d505007624.wav,/final/chunk40.wav,iPhone XR,2822
25-39,English,English,Woman,the thunder break craze,anger,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_b4c1db5d-5b42-4635-963f-b198d06ba736.wav,/final/chunk21.wav,Samsung,2823
25-39,English,English,Woman,the thunder break craze,anger,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_b4c1db5d-5b42-4635-963f-b198d06ba736.wav,/final/chunk50.wav,Samsung,2824
25-39,English,English,Woman,the thunder break craze,anger,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_b4c1db5d-5b42-4635-963f-b198d06ba736.wav,/final/chunk61.wav,Samsung,2825
18-24,English,English,Woman,the thunder break craze,fear,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_09c632ba-116a-4fc5-9f96-2ced0929cc63.wav,/final/chunk20.wav,iPhone XS,2826
18-24,English,English,Woman,the thunder break craze,fear,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_09c632ba-116a-4fc5-9f96-2ced0929cc63.wav,/final/chunk41.wav,iPhone XS,2827
25-39,Russian,Russian,Man,five dollar slaw onion cure,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_ef7e7cd8-90c8-4245-aa0d-a7a927a32613.wav,/final/chunk09.wav,Xiaomi Redmi Note 8T,2828
25-39,English,English,Prefer not to disclose,join the Ear Look club,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_247ff346-2f9c-43bb-bd04-224b2e680974.wav,/final/chunk10.wav,7900948769,2829
25-39,English,English,Prefer not to disclose,join the Ear Look club,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_247ff346-2f9c-43bb-bd04-224b2e680974.wav,/final/chunk21.wav,7900948769,2830
25-39,English,English,Prefer not to disclose,join the Ear Look club,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_247ff346-2f9c-43bb-bd04-224b2e680974.wav,/final/chunk31.wav,7900948769,2831
25-39,English,English,Woman,heavy undersea birthday pumpkins,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_d7be576c-8f98-4e24-a8a3-b2b3b2f1022e.wav,/final/chunk00.wav,One plus 7T,2832
25-39,English,English,Woman,heavy undersea birthday pumpkins,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_d7be576c-8f98-4e24-a8a3-b2b3b2f1022e.wav,/final/chunk11.wav,One plus 7T,2833
25-39,English,English,Woman,heavy undersea birthday pumpkins,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_d7be576c-8f98-4e24-a8a3-b2b3b2f1022e.wav,/final/chunk21.wav,One plus 7T,2834
25-39,English,English,Woman,another dog secretary show,joy,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_ae01ddea-4def-44e5-a894-6113eff0681e.wav,/final/chunk21.wav,Iphone,2835
25-39,English,English,Woman,banana and mustard sandwiches,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_9841fc58-3870-4ca5-b439-5465eb3e7b53.wav,/final/chunk11.wav,iPhone 12,2836
25-39,English,English,Woman,banana and mustard sandwiches,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_9841fc58-3870-4ca5-b439-5465eb3e7b53.wav,/final/chunk13.wav,iPhone 12,2837
25-39,English,English,Woman,banana and mustard sandwiches,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_9841fc58-3870-4ca5-b439-5465eb3e7b53.wav,/final/chunk21.wav,iPhone 12,2838
18-24,English,English,Woman,join the Ear Look club,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_b7ff4a92-8a89-4ce5-99cb-c95017f24902.wav,/final/chunk00.wav,iPhone XR,2839
25-39,English,English,Man,birds make new jingles,disgust,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_e15e1447-6885-4ca2-9969-0bf8332c7811.wav,/final/chunk20.wav,s21 ultra,2840
25-39,English,English,Man,birds make new jingles,disgust,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_e15e1447-6885-4ca2-9969-0bf8332c7811.wav,/final/chunk30.wav,s21 ultra,2841
25-39,English,English,Man,birds make new jingles,disgust,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_e15e1447-6885-4ca2-9969-0bf8332c7811.wav,/final/chunk60.wav,s21 ultra,2842
60 and over,English,English,Woman,another dog secretary show,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_0011b53d-d81a-4013-bcce-885f54da2129.wav,/final/chunk01.wav,Samsung Galaxy 8,2843
60 and over,English,English,Woman,another dog secretary show,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_0011b53d-d81a-4013-bcce-885f54da2129.wav,/final/chunk03.wav,Samsung Galaxy 8,2844
25-39,English,English,Woman,hungry action hippos fruit,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_6029b37a-9bfa-470e-b01e-aa9edb5f8777.wav,/final/chunk11.wav,iPhone 12 Pro,2845
25-39,English,English,Woman,hungry action hippos fruit,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_6029b37a-9bfa-470e-b01e-aa9edb5f8777.wav,/final/chunk31.wav,iPhone 12 Pro,2846
25-39,English,English,Woman,hungry action hippos fruit,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_6029b37a-9bfa-470e-b01e-aa9edb5f8777.wav,/final/chunk41.wav,iPhone 12 Pro,2847
18-24,English,English,Man,heavy undersea birthday pumpkins,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_30c800c3-1446-4b02-91f3-1d23eb00d29d.wav,/final/chunk20.wav,iPhone,2848
18-24,English,English,Man,heavy undersea birthday pumpkins,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_30c800c3-1446-4b02-91f3-1d23eb00d29d.wav,/final/chunk30.wav,iPhone,2849
25-39,English,English,Woman,wolf ring lights are fantastic,disgust,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_d66397f3-0db0-4a16-88ed-1853c081777a.wav,/final/chunk11.wav,Samsung Galaxy s8+,2850
25-39,English,English,Woman,wolf ring lights are fantastic,disgust,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_d66397f3-0db0-4a16-88ed-1853c081777a.wav,/final/chunk12.wav,Samsung Galaxy s8+,2851
25-39,English,English,Woman,zebra cats walking on lamps,anger,"Tue, 02 Aug 2022 04:27:40 +0000",/media/data/shout-data/shout_data_d66397f3-0db0-4a16-88ed-1853c081777a.wav,/final/chunk00.wav,Samsung Galaxy s8+,2852
25-39,English,English,Woman,zebra cats walking on lamps,anger,"Tue, 02 Aug 2022 04:27:40 +0000",/media/data/shout-data/shout_data_d66397f3-0db0-4a16-88ed-1853c081777a.wav,/final/chunk01.wav,Samsung Galaxy s8+,2853
25-39,English,English,Woman,zebra cats walking on lamps,anger,"Tue, 02 Aug 2022 04:27:40 +0000",/media/data/shout-data/shout_data_d66397f3-0db0-4a16-88ed-1853c081777a.wav,/final/chunk02.wav,Samsung Galaxy s8+,2854
25-39,English,English,Man,wolf ring lights are fantastic,fear,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_2943e17f-d748-43bc-a726-2e65bd6742ad.wav,/final/chunk20.wav,iPhone,2855
25-39,English,English,Man,wolf ring lights are fantastic,fear,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_2943e17f-d748-43bc-a726-2e65bd6742ad.wav,/final/chunk31.wav,iPhone,2856
25-39,English,English,Man,wolf ring lights are fantastic,fear,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_2943e17f-d748-43bc-a726-2e65bd6742ad.wav,/final/chunk50.wav,iPhone,2857
18-24,English,English,Man,five special guest treasures,fear,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_1c741154-a78a-4d9d-9c16-4daff3e00c76.wav,/final/chunk00.wav,iPhone,2858
18-24,English,English,Man,five special guest treasures,fear,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_1c741154-a78a-4d9d-9c16-4daff3e00c76.wav,/final/chunk01.wav,iPhone,2859
18-24,English,English,Man,five special guest treasures,fear,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_1c741154-a78a-4d9d-9c16-4daff3e00c76.wav,/final/chunk02.wav,iPhone,2860
40-60,English,spanish,Woman,another dog secretary show,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_e7b88092-ee48-4045-a07b-e205af94f3a1.wav,/final/chunk01.wav,iOS,2861
40-60,English,spanish,Woman,another dog secretary show,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_e7b88092-ee48-4045-a07b-e205af94f3a1.wav,/final/chunk31.wav,iOS,2862
60 and over,English,English,Woman,banana and mustard sandwiches,fear,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_82e1d052-0f2c-4ca7-9210-acfc44709dc4.wav,/final/chunk00.wav,Samsung Galaxy 8,2863
60 and over,English,English,Woman,banana and mustard sandwiches,fear,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_82e1d052-0f2c-4ca7-9210-acfc44709dc4.wav,/final/chunk01.wav,Samsung Galaxy 8,2864
60 and over,English,English,Man,fluffy baseboard yogurt division,sadness,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_66ae7941-d6cf-4b87-8a6e-c492d0e7d224.wav,/final/chunk880.wav,I Phone 13,2865
60 and over,English,English,Man,fluffy baseboard yogurt division,sadness,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_66ae7941-d6cf-4b87-8a6e-c492d0e7d224.wav,/final/chunk881.wav,I Phone 13,2866
60 and over,English,English,Man,fluffy baseboard yogurt division,sadness,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_66ae7941-d6cf-4b87-8a6e-c492d0e7d224.wav,/final/chunk882.wav,I Phone 13,2867
40-60,English,English,Woman,snow meteor down the chimney,fear,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_964c26a7-609e-4fd3-8600-118c29233058.wav,/final/chunk00.wav,iPhone,2868
40-60,English,English,Woman,snow meteor down the chimney,fear,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_964c26a7-609e-4fd3-8600-118c29233058.wav,/final/chunk01.wav,iPhone,2869
40-60,English,English,Man,ripped ocean jumper,anger,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_e94d98de-e263-40df-91d2-587f09dff475.wav,/final/chunk01.wav,Google Pixel 6 Pro,2870
40-60,English,English,Man,ripped ocean jumper,anger,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_e94d98de-e263-40df-91d2-587f09dff475.wav,/final/chunk00.wav,Google Pixel 6 Pro,2871
40-60,English,English,Man,ripped ocean jumper,anger,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_e94d98de-e263-40df-91d2-587f09dff475.wav,/final/chunk02.wav,Google Pixel 6 Pro,2872
25-39,English,English,Woman,heavy undersea birthday pumpkins,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_d365f746-cce9-4f35-a759-57890a26db86.wav,/final/chunk02.wav,Samsung,2873
25-39,English,English,Woman,heavy undersea birthday pumpkins,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_d365f746-cce9-4f35-a759-57890a26db86.wav,/final/chunk00.wav,Samsung,2874
25-39,English,English,Woman,heavy undersea birthday pumpkins,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_d365f746-cce9-4f35-a759-57890a26db86.wav,/final/chunk01.wav,Samsung,2875
25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_5ce30cb2-16cb-4e6d-baf1-867f365bfe57.wav,/final/chunk01.wav,iPhone 12,2876
25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_5ce30cb2-16cb-4e6d-baf1-867f365bfe57.wav,/final/chunk00.wav,iPhone 12,2877
25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_5ce30cb2-16cb-4e6d-baf1-867f365bfe57.wav,/final/chunk02.wav,iPhone 12,2878
60 and over,English,English,Man,the thunder break craze,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_0ac1230e-d0a8-4956-90b0-5956bb7a108a.wav,/final/chunk02.wav,I Phone 13,2879
60 and over,English,English,Man,the thunder break craze,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_0ac1230e-d0a8-4956-90b0-5956bb7a108a.wav,/final/chunk00.wav,I Phone 13,2880
60 and over,English,English,Man,the thunder break craze,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_0ac1230e-d0a8-4956-90b0-5956bb7a108a.wav,/final/chunk01.wav,I Phone 13,2881
40-60,English,English,Woman,heavy undersea birthday pumpkins,neutral,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_ebe9c934-50db-4564-915d-f2a70cda38ae.wav,/final/chunk01.wav,iPhone,2882
40-60,English,English,Woman,heavy undersea birthday pumpkins,neutral,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_ebe9c934-50db-4564-915d-f2a70cda38ae.wav,/final/chunk00.wav,iPhone,2883
40-60,English,English,Woman,heavy undersea birthday pumpkins,neutral,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_ebe9c934-50db-4564-915d-f2a70cda38ae.wav,/final/chunk02.wav,iPhone,2884
25-39,English,French,Woman,wolf ring lights are fantastic,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_4a03c596-8bca-47f7-9b60-9ee41ad2f9de.wav,/final/chunk00.wav,Samsung,2885
25-39,English,French,Woman,wolf ring lights are fantastic,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_4a03c596-8bca-47f7-9b60-9ee41ad2f9de.wav,/final/chunk01.wav,Samsung,2886
25-39,English,French,Woman,wolf ring lights are fantastic,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_4a03c596-8bca-47f7-9b60-9ee41ad2f9de.wav,/final/chunk02.wav,Samsung,2887
25-39,English,English,Woman,the thunder break craze,anger,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_33a9004e-094c-4507-bf3b-2fbf96f4238a.wav,/final/chunk00.wav,iPhone SE 2020,2888
25-39,English,English,Woman,the thunder break craze,anger,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_33a9004e-094c-4507-bf3b-2fbf96f4238a.wav,/final/chunk01.wav,iPhone SE 2020,2889
